Date,ADA-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,TRX-USD,XRP-USD
2023-11-01,0.3758949935436249,227.68380737304688,37712.74609375,0.08341699838638306,2052.55615234375,0.10351499915122986,0.606357991695404
2023-12-01,0.5942050218582153,312.4356994628906,42265.1875,0.08947200328111649,2281.47119140625,0.10767299681901932,0.6149410009384155
2024-01-01,0.49825599789619446,300.35107421875,42582.60546875,0.07876399904489517,2282.54443359375,0.11224000155925751,0.5031930208206177
2024-02-01,0.655646026134491,399.7787170410156,61198.3828125,0.11718499660491943,3341.919677734375,0.1405780017375946,0.5863249897956848
2024-03-01,0.650426983833313,606.9086303710938,71333.6484375,0.22006399929523468,3647.8564453125,0.12298700213432312,0.6292250156402588
2024-04-01,0.44081199169158936,578.488037109375,60636.85546875,0.13332700729370117,3012.286865234375,0.11946699768304825,0.50006502866745
2024-05-01,0.44746100902557373,593.5223388671875,67491.4140625,0.15913599729537964,3760.026611328125,0.11207299679517746,0.517799973487854
2024-06-01,0.392192006111145,581.7711181640625,62678.29296875,0.12430500239133835,3432.88916015625,0.12452699989080429,0.4754830002784729
2024-07-01,0.38877299427986145,576.3681640625,64619.25,0.12201400101184845,3231.295654296875,0.12880299985408783,0.6239389777183533
2024-08-01,0.3453519940376282,532.89697265625,58969.8984375,0.10133200138807297,2513.393798828125,0.15766599774360657,0.5663130283355713
2024-09-01,0.3732140064239502,567.2600708007812,63329.5,0.11442799866199493,2603.062744140625,0.1559150069952011,0.6114919781684875
2024-10-01,0.34184500575065613,576.0344848632812,70215.1875,0.16137200593948364,2515.79931640625,0.1681700050830841,0.5092369914054871
2024-11-01,1.0789419412612915,654.3291625976562,96449.0546875,0.42197099328041077,3705.705322265625,0.2051669955253601,1.94412100315094
2024-12-01,0.8437650203704834,700.9868774414062,93429.203125,0.31568101048469543,3332.53173828125,0.2542079985141754,2.0801279544830322
2025-01-01,0.9422289729118347,677.3753662109375,102405.0234375,0.32872799038887024,3298.26513671875,0.2537029981613159,3.0354199409484863
2025-02-01,0.6330509781837463,587.4515991210938,84373.0078125,0.20196300745010376,2237.9052734375,0.23320099711418152,2.145595073699951
2025-03-01,0.6614469885826111,605.0728149414062,82548.9140625,0.16671499609947205,1823.47998046875,0.2387229949235916,2.0898969173431396
2025-04-01,0.6819300055503845,599.6817016601562,94207.3125,0.1723400056362152,1793.775390625,0.24683000147342682,2.191556930541992
2025-05-01,0.6860740184783936,658.5012817382812,104638.09375,0.1925790011882782,2529.08740234375,0.2657720148563385,2.1750600337982178
2025-06-01,0.5721210241317749,657.0253295898438,107135.3359375,0.16513599455356598,2486.46435546875,0.2797529995441437,2.2387499809265137
2025-07-01,0.7400599718093872,783.6668090820312,115758.203125,0.2098730057477951,3696.707763671875,0.3248730003833771,3.025170087814331
2025-08-01,0.8113610148429871,857.8167724609375,108236.7109375,0.21381500363349915,4390.01904296875,0.34081199765205383,2.7766408920288086
2025-09-01,0.8270043134689331,865.7213134765625,110661.3828125,0.21709394454956055,4300.0029296875,0.32909566164016724,2.824416160583496
