Date,DIA,EEM,EFA,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWM,EWP,EWS,EWU,GLD,IWM,LQD,MDY,QQQ,SPY,TIP,TLT,VTI,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2011-01-01,87.01005554199219,33.51740264892578,38.48792266845703,13.0123872756958,22.918479919433594,19.525617599487305,17.707483291625977,12.105684280395508,22.949424743652344,34.30235290527344,24.59846305847168,23.723968505859375,15.2217378616333,19.790021896362305,129.8699951171875,63.89501953125,65.11797332763672,140.38970947265625,49.239444732666016,99.00440979003906,74.77571105957031,61.369667053222656,51.22918701171875,28.523305892944336,44.73630142211914,10.20685863494873,27.557910919189453,21.329565048217773,19.59135627746582,19.309925079345703,24.8104305267334,31.124141693115234
2011-02-01,89.72389221191406,33.50277328491211,39.85417556762695,13.66118049621582,24.661710739135742,19.368101119995117,18.291400909423828,11.777650833129883,23.430444717407227,36.18537902832031,24.356109619140625,23.82595443725586,14.457331657409668,20.691619873046875,137.66000366210938,67.43612670898438,65.5622329711914,146.7630615234375,50.79576873779297,102.44358825683594,75.19985961914062,62.16350173950195,53.1234245300293,29.280166625976562,48.03268051147461,10.486926078796387,28.143428802490234,21.79734992980957,20.161190032958984,19.547346115112305,25.585756301879883,32.99092102050781
2011-03-01,90.5836181640625,35.609954833984375,38.9023323059082,13.928020477294922,24.61777114868164,19.86487579345703,18.256221771240234,11.941669464111328,23.5190486907959,32.387943267822266,25.60247802734375,24.035594940185547,15.14418888092041,20.18446922302246,139.86000061035156,68.99351501464844,65.20660400390625,150.175537109375,50.49680709838867,102.01270294189453,76.01805877685547,62.200111389160156,53.1234245300293,29.69569969177246,48.772701263427734,10.200634002685547,28.645313262939453,21.387014389038086,20.296859741210938,19.401235580444336,25.930341720581055,32.689552307128906
2011-04-01,94.46136474609375,36.583072662353516,41.09090805053711,14.791325569152832,24.683696746826172,21.633869171142578,20.247177124023438,12.212929725646973,25.506393432617188,33.0469970703125,25.983312606811523,25.950748443603516,16.00830841064453,21.536867141723633,152.3699951171875,70.96109008789062,66.83895874023438,154.52572631835938,52.02091598510742,105.42314147949219,77.60746765136719,63.592716217041016,54.89076614379883,30.426555633544922,49.38484573364258,10.221087455749512,29.557828903198242,22.019245147705078,21.50394630432129,20.38560676574707,27.724212646484375,34.0589714050293
2011-05-01,92.67205047607422,35.50752639770508,40.18439483642578,13.980334281921387,24.097726821899414,21.118925094604492,19.10044288635254,12.269702911376953,23.594999313354492,32.23102951049805,26.1044864654541,24.494552612304688,15.731346130371094,21.029714584350586,149.63999938964844,69.6878890991211,67.69427490234375,153.10848999023438,51.38694381713867,104.24087524414062,77.81285858154297,65.76477813720703,54.3084716796875,29.5927734375,47.3169059753418,9.884132385253906,28.740598678588867,21.788673400878906,22.04291534423828,20.822086334228516,28.40866470336914,33.966583251953125
2011-06-01,91.74061584472656,34.82707595825195,38.94118881225586,13.629786491394043,23.196807861328125,19.252992630004883,18.917530059814453,11.683029174804688,22.291196823120117,32.733177185058594,26.450702667236328,23.876951217651367,15.21065616607666,20.07176971435547,146.0,68.0122299194336,67.15807342529297,148.80653381347656,50.233463287353516,101.97677612304688,78.07566833496094,64.2769775390625,53.105064392089844,29.309877395629883,46.2369270324707,9.578374862670898,28.442733764648438,21.162839889526367,21.30609703063965,20.582324981689453,27.952367782592773,33.77338790893555
2011-07-01,89.89678192138672,34.81325912475586,38.753936767578125,13.417567253112793,22.813478469848633,18.772994995117188,18.55644416809082,12.009915351867676,20.438268661499023,33.904998779296875,26.35295867919922,22.35880470275879,16.154932022094727,20.33831214904785,158.2899932861328,65.49874114990234,68.78640747070312,144.0567626953125,51.18446350097656,100.43224334716797,81.3363265991211,67.13066101074219,52.122623443603516,28.455684661865234,47.08488845825195,9.268342971801758,26.618803024291992,21.338531494140625,21.180715560913086,20.599618911743164,26.974620819091797,33.42063522338867
2011-08-01,86.13005828857422,31.591320037841797,35.3610725402832,12.954521179199219,22.039260864257812,16.75042152404785,15.093342781066895,11.281269073486328,17.61651611328125,31.182462692260742,24.83159637451172,20.753080368041992,14.627070426940918,18.77912139892578,177.72000122070312,59.8543586730957,69.02893829345703,133.73875427246094,48.58994674682617,94.91094207763672,82.00276947021484,73.62657165527344,48.94927215576172,26.456819534301758,42.274803161621094,8.379081726074219,24.86878204345703,20.20588493347168,21.221933364868164,21.046751022338867,26.405405044555664,31.66741371154785
2011-09-01,81.22466278076172,25.938133239746094,31.53914451599121,10.676573753356934,18.794939041137695,14.395963668823242,13.181427001953125,9.159239768981934,15.377241134643555,29.94782829284668,21.316701889038086,18.67373275756836,12.357739448547363,16.933307647705078,158.05999755859375,52.97502136230469,69.27619934082031,119.51887512207031,46.32196044921875,87.8675308227539,82.40776824951172,83.37578582763672,45.00400161743164,21.97998046875,36.035789489746094,7.395886421203613,22.42795181274414,19.511411666870117,20.376901626586914,20.87907600402832,25.08513832092285,29.38318634033203
2011-10-01,89.1508560180664,30.157699584960938,34.57557678222656,12.635184288024902,20.822643280029297,16.63144302368164,15.295356750488281,10.348088264465332,17.47414207458496,29.757883071899414,24.272003173828125,20.354537963867188,13.7620267868042,19.12305450439453,167.33999633789062,61.21126937866211,71.01148223876953,135.95802307128906,51.23518753051758,97.96224975585938,83.99408721923828,80.22135925292969,50.384765625,25.927711486816406,43.10237121582031,8.487074851989746,25.79526710510254,21.585710525512695,21.47740364074707,21.863906860351562,26.674884796142578,33.002323150634766
